STT,content,sentiment
291,"Tiki giao hàng siêu nhanh, sách có màng co nên không trầy xước, quăn gãy gì cả.  nên mình săn được với giá khá tốt. Sách khổ lớn, nội dung khái quát, trình bày rõ ràng và khá dễ hiểu, giúp mình ôn lại 1 số kiến thức lâu không dùng nên lụt nghề.",1
292,"Sáng hôm trước đặt sáng hôm sau đã nhận được hàng. Giao hàng siêu nhanh. Sách sịn thực sự mọi người ạ. Cô Trang Anh soạn rất bài bản và chi tiết. Đáp án giải thích rõ ràng, chuyên đề chia rõ theo từng phần, sách to và dày, bìa đẹp, giấy chống mỏi mắt. Mình mua bán 3 combo 3 cuốn có 120k thui. Rẻ lắm luôn. Thích thực sự🥰🥰🥰",1
293,Lúc nhận sách mình có hơi bất ngờ thiệt đấy không ngờ nó lại day như vậy luôn phần giấy bên trong cũng khá ổn nhưng theo như mình xem thì có vẻ phần ví dụ vẫn hơi ít. Kiến thức trong sách phải dần dần trải nhiệm mới rõ nhưng mình thật khuyến khích các bạn mua bộ sách này,0
294,"Ấn tượng đầu tiên của mình là sách siêu siêu to luôn ạ, mình mua combo này và combo 2 quyển 30 chủ đề từ vựng tiếng Anh cũng là của cô Trang Anh ấy, lúc nhận hàng thì “ối dồi ôi nặng thế”, mở ra thì bất ngờ lắm luôn. Ấn tượng thứ hai là bìa sách siêu đẹp luôn ạ, sờ rất thích tay, giấy bên trong mịn, đẹp, vàng vàng không làm đau mắt, mùi thơm nữa, điều này làm cho những con dân yêu sách như mình yêu từ cái nhìn đầu tiên luôn 🥰🥰 vì mình mới lấy về chưa học gì và cũng là do mình mất gốc tiếng Anh, trước giờ rất ghét học tiếng Anh nên chưa đánh giá được gì về nội dung sách cả. À mà dịch vụ giao hàng của tiki thì khỏi chê luôn, mình mua cả hai combo này đều đang bán 50% mà hàng về vẫn đẹp, không xước tý nào, thế này là quá chim ưng luôn ấy 😘😘 Công nhận là cứ mua sách là phải lên tiki, tin tưởng tuyệt đối luôn 😆",1
295,"Sách này nếu ai muốn tìm mua thì chắc chắn sẽ biết về nội dung sách là mấy sao rồi, mình đây muốn nới về khâu giao hàng nha. Hàng được đóng trong cái hộp cũng hơi ổn, nó bị móp 1 tí ở các gọc. Và bị rách 1 góc khá to luôn, đủ để nhìn thấy bên trong là 1 quyển sách. Khi mình bóc cái hộp ra để xem bên trong thì may mắn có bọc li nông mỏng bọc ở ngoài,và nó cũng bị xé rách luôn. mình nghĩ chỉ có 1 khả năng xảy ra là nhân viên giao hàng tò mò hàng bên trong với cái giá 210k sẽ là cái gì quý giá thôi,chứ chắc chắn không thể là người bọc được. Thôi thì mình không thích về khâu giao hàng, 3 * nhé 🙂",0
296,"Lần đầu tiên mua hàng trên Tiki và đây là cuốn sách mình cũng muốn mua từ lâu rồi. Mình rất vui khi nhận được sách, được đóng gói cẩn thận, chất lượng sách cũng tốt nữa, đặc biệt là vẫn ngửi thấy mùi thơm của sách mới. Thật sự thích những tựa sách của tiki a...",-1
297,"Nội dung sách mình chưa đọc nên không nhận xét. Thiết kế bìa rất đẹp. Nhưng bìa sách khi giao không đóng bao kín nên lúc vận chuyển bị dơ vài chỗ, bìa mặt trước bị trầy xước nhiều đường, còn bị dính mực bẩn như hình. mình hy vọng tiki sẽ khắc phục",1
298,"khi mình đặt sách này thì trông lắm. nhưng khi giao hàng về thì mình hơi thất vọng một tí: vỏ bọc trong của sách bị tróc vỏ, màu thì lem có dấu hiệu đã để lâu, đã cũ nhưng bù lại bên khá tốt không bị lem màu bên trong, nội dung thì ổn. mong tiki lần sau có thể hạn chế trường hợp này.",-1
299,"theo ý kiến của mình, thấy tiêu đề với nội dung không liên quan, nội dung không có gì đặc sắc, thấy nhàm, không rút ra được gì sâu sắc và đáng nhớ, đọc giải trí thôi. nói chung là không hay, mua vì thấy tiêu đề với bìa nổi bật, thất vọng nên đọc 1 lần trong 1 ngày, cho vào tủ cất đi luôn. không có ý định đọc lại",-1
300,"Em định cho 1*, tức quá các bác ạ. Trời ơi tiền tiết kiệm bấy lâu của em vì Tiki mà rời bỏ em hết. Hu 😭😭😭 Nhưng em không cô đơn vì đã có những cuốn sách siêu đẹp, xinh xắn và đáng yêu được Tiki đóng gói và giao cà phê hàng với tốc độ thế nhanh đến cho em 😁 nhân viên giao hàng rất thân thiện. Đợt bán này mua lãi lắm luôn! Tiki đúng là chưa bao giờ làm mình thất vọng! Cảm ơn Tiki! ❤️",1
301,"tôi thật sự rất có cảm tình với cuốn sách này mặc dù chưa đọc heehhe, bìa cứng siêu ổn ạ. Chỉ là trong quá trình vận chuyển có va chạm nên mép sách bị nhăn góc, tôi đã giật 5h sáng để mua và sách được bán rẻ nên rất ưng ạ. Hy vọng mình sẽ có khoảng tác giả đọc sách tuyệt vời",1
302,"Tác giả dịch quá kém và thiếu kiến thức. Khyên các bạn nên mua sách tiếng anh đọc. Nội dung sách rất hay, tiếc là bạn dịch này thiếu kiến thức sống và không linh hoạt nên mình đọc cảm thấy rất khó chịu. Bạn dịch đã có thể thay thấy từ ""con chó"" thành ""chú chó"", đọc đến đây mình đã chẳng muốn đọc tiếp",-1
303,"Đây là một quyển sách tạo động lực khá ổn với nội dung dễ hiểu và ngắn gọn trong từng chương. Mỗi chương sẽ có một bài học riêng với dòng chữ được in phông chữ lớn và những lí lẽ, dẫn chứng khá thuyết phục. Với cá nhân mình thì có vài chương viết khá ngắn và chưa thuyết phục lắm nhưng nhìn chung vẫn hay và đáng đọc. Trang sách trơn và dày, lật thích tay lắm luôn ☺️",0
304,"Đóng gói kĩ sách giao đến mình nguyên vẹn. Đặt hôm trước hôm sau có rồi Sách đọc hay. Mở mang cho mình thêm 1 số lối sống rất thiết thực giúp bản thân cải thiện hơn, quý trọng thời gian mình có để mỗi ngày là 1 ngày rất đặc biệt. Với lúc mua cuốn sách này mình đã chú ý bởi tên sách rồi tại vì mua xong mình thật sự cố gắng dậy sớm hơn làm việc hay học để đỡ phí ngày",1
305,"Cuốn sách này phù hợp với những bạn hay áp lực, không có niềm tin vào bản thân mình, đọc để thư giãn. Sách có nhiều lời khuyên hay. Tuy nhiên có 1 số nội dung hơi phi thực tế, khó hiểu, đọc mãi vẫn không hiểu tác giả thật sự muốn truyền tải điều gì với nội dung đó, cảm thấy khá mơ hồ. Nói chung là cũng ổn!",0
306,"Trong sách là 101 chương, mỗi chương là một bài học nhỏ, xúc tích, ngắn ngọn và luôn có câu kết chân lý kết luận vào cuối mỗi bài học. Nội dung các bài học xoay quay về những điều cần làm để dẫn đến sự thành công trong cuộc sống và sự nghiệp. Một cuốn sách truyền động lực rất thực tế. Tiki giao đúng ngày, sách hơi dơ ở dáy & sách thẳng đẹp!!!",1
307,"Sách ổn la nhưng mà nói thiệt là quá trời bẩn (do cam cùi bắp nên không thấy) phần bìa trước bị trầy xước, còn bìa sau vết đen do mực hay kiểu bụi cao su, còn ba góc đáy, cạnh phải cạnh trên rất dơ. Nhưng thôi cho ổn vậy.",-1
308,"Về giao hàng và chất lượng sách rất ổn Nhưng với cá nhân mình cuốn sách này khó ngấm với không gây hứng thú khi đọc. Tại mình đang trong giai đoạn mơ hồ, muốn thay đổi, muốn tìm một hướng đi cho mình nên đã chọn nó vì tiêu đề vì tóm tắt   và vì bán 50% nữa ^^~. Nhưng cuốn sách này thì lí thuyết quá, giống phần lớn ở các cuốn sách kĩ năng khác, những câu chuyện ngắn không lôi cuốn, đó đa phần là những lời khuyên mà mọi người ai cũng biết, luôn là: ""Đừng"", ""hãy"", ""nên""... mình cần một cái gì đó ngấm sâu cơ. mình cố đọc, mang theo trong cặp nhưng thực sự không thể đọc tiếp... Cuối cùng mình muốn khuyên mọi ngươi rằng: khi định mua sách thì đừng xem tóm tắt  , đừng vì tên sách đặc biệt mà hãy đọc thử trước đã và cũng đừng vì giá rẻ mà mua. Mua được một cuốn tâm đắc đúng ý thì mới phê  ạ! (đây chỉ là ý kiến cá nhân mình thôi vì còn do dịch giả và hoàn cảnh bạn đọc nữa...)",-1
309,"Sách bọc cẩn thận và còn rất mới,chất lượng giấy tốt, độ sáng ổn, còn nội dung thì mình mới đọc được một chút, vì đọc cuốn Ba người thầy vĩ đại của Robin Sharma rồi nên muốn mua thêm những tác phẩm của ông về đọc😊",1
310,"Mình cũng đọc nhiều nhận xét về cách giao hàng của tiki rùi, nhiều bạn bảo đều bị sách bẩn, vỏ nhăn nhúm,... Nhưng mình mua cũng trên 5 lần ở tiki mà chưa bị lần nào hết luôn. Hầu như lần nào cũng săn bán rẻ kịch sàn mới mua 😆 vì sách trên này chất lượng cũng ngang trên đinh lễ mà giá lại ngon hơn mà =))). Mà thêm nữa là mình đặt sách hôm 18/9 mà ngay hôm sau 19/9 đã giao tới rồi 🥰 yêu ghê vì lịch dự kiến là thứ 7 cơ. nói chung là mình thấy mọi thứ của tiki khá ổn quan trọng là bạn biết tìm nhà sách phát hành sách có tâm mà thôi👌",1
311,"ổn nha! Cảm ơn tiki đã giúp mình thêm động lực vượt qua mùa dịch! 😹 trong số này mình mới đọc 2 quyển của vãn tình và đnt, đnt thì khỏi nói rồi ha, còn sách chị vãn tình mình rất thích, lời văn rõ ràng, thẳng thắn rất giống với tính cách của mình nên đọc xong giờ thành fan của chị luôn 😍 cơ mà những chuyện chị kể quả thật mình rất ngưỡng mộ nhưng không phải ai cũng làm được như thế và cũng khó mà áp dụng được vào cd của mình, chỉ là nhỏ nha!!! Vẫn yêu chị, chị truyền động lực để trở thành một ngườiphụ nữ hiện đại, bản lĩnh... nếu bạn gái nào đang thấy yếu đuối hoặc đang tuyệt vọng chuyện gì đó, mình khuyên nên đọc sách của chị ấy, hoặc nếu chỉ đơn giản muốn tìm thêm động lực trong cs thì cứ tìm đến VT nha! Còn những cuốn còn lại mình chưa đọc nè! ❤️ hôm nào đọc rùi mình sẻ tóm tắt !",1
312,Mình đã đọc rất nhiều nhận xét rằng tiki giao hàngg rất không cẩn thận nhưng từ trước đến giờ mình luôn thấy hài lòng vì nhận được hàng là những quyển sách mới và đẹp Hôm nay mình rất thất vọng khi nhận được cuốn sách này mặc dù nó rất hay. Cảm giác khi cầm cuốn sách mà mình thấy xót xa. Hi vọng tiki sẽ rút kinh nghiệm và khắc phục nhé,0
313,Mình đã đọc rất nhiều nhận xét là tiki giao hàng thì sách bị nhăn nhúm. Mình đã đặt ở tiki một lần và quốn sách ấy rất hoàn hảo. Nhưng không ngờ tiki sách lần này lại bị như vậy. Mong tiki sẽ cải thiện hơn về điều này.,1
314,"Vừa rồi mình có đặt mua tổng cộng 7 cuốn sách trên tiki. Mình vừa nhận hàng sáng nay, rất háo hức mở hộp ra để cảm nhận cảm giác được cầm cuốn sách mới trên tay. Tất cả đều hoàn hảo cho đến khi mình cầm lên cuối sách nằm dưới đáy hộp. Như mọi người thấy, chưa bàn đến nội dung sách, nhưng chỉ cần nhìn bìa sách là tuột cảm xúc luôn rồi. Mình có thể khẳng định đây là 1 sự cố ý xả hàng hư hàng lỗi không khi mà cuốn sách nhàu nát lại được để dưới đáy hộp 1 cách có chủ đích như vậy? Mình thực sự không hài lòng. Đây là lần đầu mình cảm thấy thất vọng về tiki đến vậy.",-1
315,"Sách thật sự rất hay. Bản thân mình đã ngộ ra được rất nhiều điều sau khi đọc xong. Và tất nhiên mình sẽ đọc lại để có thể ghi nhớ hết được những thông điệp của tác giả :)))). Đọc đi mấy bạn ơi, đảm bảo không uổng phí thời gian đâu",1
