STT,content,sentiment
229,"Một câu chuyện tuyệt vời mà bạn nên đọc ít nhất 1 lần trong đời. Tôi đã thực sự xúc động khi đọc đến trang cuối cùng sau 4 ngày đọc mà ko dứt ra được. Lối kể chuyện vô cùng lôi cuốn và mạch truyện hấp dẫn kể về 2 người đàn ông mạnh mẽ và giàu tình cảm, về cách mà họ đã trải thời kì khó khăn của riêng mình như thế nào. Đọc để hiểu hơn về cuộc đời và con người trong xa hội. Dù bạn là ai hay ở độ tuổi nào thì hãy đọc quyển này 1 lần nhé. Tiki giao hàng nhanh và sản phẩm tốt ko trầy xước. Mình rất hài lòng. :)",1
230,Sách của Nguyễn Ngọc Tư là khỏi bàn rồi.. Rất hay nha mọi người. Chỉ có điều thấy đôi mắt của anh giao hàng mệt mỏi quá chắc do thiếu ngủ.. hay đang mệt vì gặp trời đang nắng nóng cháy da. Mong mấy anh giữ sức khoẻ tốt và luôn giữ nụ cười trên môi nha.. hihi,1
231,"Tiki giao hàng nhanh chóng, đóng gói kỹ càng, sách vẫn còn nguyên seal không bị hư hỏng trầy xước gì. Ủng hộ tiki.",1
232,"Càng lúc mình đọc sách của chị Tư càng thấy khó hiểu, rối rắm và không thực sự còn cuốn hút nữa.",-1
233,"giao hàng nhanh chóng, sách được bọc bằng giấy kiếng. nói chung mình rất ưng ý.",1
234,"Sách cực hay, đẹp, giao nhanh, đóng gói cẩn thận",1
235,"giao hàng nhanh chóng, đóng gói cẩn thận, bìa sách đẹp, chữ in rõ ràng.",1
236,"Sách in đẹp, không bị lỗi chữ. Giao hàng nhanh.",1
237,"Sách đẹp. Tiki giao hàng nhanh kinh khủng, không tới một ngày.",-1
238,"Rất hài lòng, giao hàng đúng hẹn",1
239,Rất đáng để mua,1
240,"Sách mới không bị hư hao chỗ nào cả. Cảm ơn tiki. Qua câu chuyện đi tìm kho báu trong giấc mơ mà 2 lần cậu chăn cừu mơ thấy đã dẫn ra cuộc hành trình theo đuổi giấc mơ và vận mệnh của cuộc đời mình. Nội dung sách thì theo mình là súc tích, nên cảm nhận và thấu hiểu bằng con tim của mỗi người, giống như cậu trai chăn cừu lắng nghe con tim mình vậy. ""Rồi khi anh quyết chí muốn điều gì thì toàn vũ trị sẽ chung sức để anh đạt được điều ấy""",1
241,"Sách đẹp, đóng gói kỹ, đặt tiki rất nhiều lần rồi và chưa lần nào thất vọng, chỉ tiếc là sách k có bookmark sẵn, hy vọng khi khách mua nhiều sách thì tiki nên khuyến mãi thêm 1-2 cái bookmark, k cần đẹp, có để xài và bookmark hình dễ nhìn k xấu là đc để có động lực đọc sách thôi",1
242,"Giao hàng nhanh mua thứ 7 thứ 2 có hàng, đóng gói cẩn thận. Mình có thấy 1 số bạn nhận xét k hài long về chất lượng sách mình cũng phân vân nhưng vẫn quyết định mua xem thế nào..và tiki k làm mình thất vọng sách mới không có vấn đề gi cả, còn về nội dung thì mình thấy cũng k hấp dẫn lắm ( ý kiến riêng của mình).",-1
243,Khá thất vọng Nhận được 4 quyển sách thì quyển này là thất vọng nhất. Sách rất bẩn nhất là bìa và đế sách. Nhận sách không có bọc giấy bóng kính bên ngoài nên sách hơi bị nát Mình cảm giác như sách đã được sử dụng rồi vậy :((,-1
244,"Tiki giao hàng cẩn thận, đóng gói đẹp, hộp nguyên vẹn không móp méo. Tuy nhiên sách bên trong không có bọc seal, bìa sách mặt trước và sau có nếp gấp, cảm giác như đã sử dụng rồi. Trong khi 2 quyển sách khác cùng đơn hàng lại được bọc seal rất cẩn thận và mới cong. Đề nghị Tiki đọc nhận xét về sản phẩm, tiếp nhận ý kiến và có hành động phản hồi thích hợp!!!",1
245,"""Nhà giả kim"" - một cuốn sách đã khiến tôi rất ấn tượng. Là một cuốn sách đầy cảm xúc vui có, xúc động có mà bất ngờ cũng có. Câu chuyện kể theo cuộc theo đuổi ước mơ của chàng trai chăn cừu. Cảm giác xúc động vì nhiều lúc tôi thấy con đường theo đuổi ước mơ của cậu vất vả quá mà cậu vẫn tiếp tục, rồi tôi lại tự hỏi bản thân: ""Liệu mình có thể theo đuổi đam mê mãi như cậu được không?"". Một câu chuyện ý nghĩa và đầy triết lý, mong muốn ta sẽ tìm được lý do mình sống ở trên đời và theo đuổi nó bằng mọi cách bất chấp mọi khó khăn. Từ đầu đến cuối câu chuyện, vẫn là những lý do tại sao chúng ta nên đi theo đam mê của mình và khuyến khích, làm khí thế trong ta dậy lên mãnh liệt. Chúng ta cũng hiểu hơn về ""tâm linh vũ trụ"", về hiện tại và tương lai. Có một câu tôi luôn ghi nhớ và thấy tâm đắc trong cuốn sách: "" Nhiệm vụ duy nhất của mỗi chúng ta là thực hiện con đường mình đã chọn. Tất cả chỉ là một. Rồi khi anh quyết chí muốn điều gì thì toàn vũ trụ sẽ chung sức để anh đạt được điều ấy."" -Nhà giả kim-",1
246,""" Nhà giả kim"" luôn lọt vào danh sách dẫn đầu trong những tác phẩm được bán trên toàn Thế Giới. Tác phẩm được mua nhiều bởi chính chính giá trị của tác phẩm, bởi sự nổi tiếng của nó, bởi sự dẫn dắt của truyền thông và cả sự tò mò của độc giả. Nhiều người đã rất hài lòng sau khi đọc hết tác phẩm nhưng cũng có nhiều người tìm đến tác phẩm bởi cái mác ""best-seller"" ,“self-help” với mong muốn tìm thấy những triết lý thật sâu xa, thật to lớn có thể thay đổi tư duy, cuộc đời để rồi họ lại thất vọng và coi tác phẩm như một câu chuyện truyền thuyết rẻ tiền. Với tôi, tôi nhẹ nhàng tận hưởng nó như một đứa trẻ, coi nó như một cuốn sách như bao cuốn sách tôi đã đọc và sẽ đọc luôn mới mẻ và thú vị. Để lại sau mọi biến cố với cậu bé chăn cừu và sau khi đọc xong tác phẩm, tôi cũng nhận ra được những triết lý cho riêng mình đó là khi bất cứ ở nơi đâu mình tìm thấy trái tim mình thì cũng tìm thấy kho báu ở đó. Nhiều khi kho báu lớn nhất mà cả đời mỗi người đi tìm lại gần chúng ta trong gang tấc nhưng nghịch lý là mỗi người lại luôn đi một vòng lớn rồi mới khám phá ra nó. Tưởng như xa mà hóa ra lại khá gần.Với riêng tôi, tôi nhận ra rằng kho báu của tôi chính là những người thân quanh mình; là những bạn bè; là những con đường quen thuộc và làng xóm xanh ngắt bóng cây yên bình và là cả quê hương Việt Nam.",0
247,"Lần đầu nhìn thấy cuốn này thì mình không ưa lắm đâu, thấy nó kì kì sao á, nhưng đến sau này mình mua mới thật sự không cảm thấy hối hận Nội dung nó hơi mơ mộng một và hư cấu. Điểm mình thích là nó mang đậm triết lý Phương Đông, câu chuyện về hoa thủy tiên và niềm tin về tôn giáo mà nó đem lại. Sách có hình vẽ và phần giới thiệu rất hay - Càng đọc sẽ càng thấm thía - Giá thành tốt và chất lượng của Tiki cũng góp phần làm nên cái bình luận này :p",1
248,Vô cùng ko hài lòng và thất vọng luôn í. Mới mua đọc được 2 ngày thì trang sách bị rơi ra từng trang một. Chủ yếu mua sách để dành sau này có thể đọc lại nếu thích nhưng hình như shop bán sách cho người đọc 1 lần rồi thôi hay sao í.,-1
249,"Về Nội Dung của Sách thì mình không có điểm nào là không hài lòng. Nhưng mình đánh giá Sao cho quyển này thấp vì Sách Tiki giao cho mình bị thiếu 10 trang sách cuối, mà mãi cho đến khi mình đọc đoạn kết mới phát hiện được. Từ trang 208, sang bức hình đã là 217 rồi...",-1
250,Manga thì miễn chê rồi nhưng standee của mình đâu ạ? Mình mua chỉ vì standee thôi mà lại không giao kèm standee? Và tự nhiên độn giá lên tận 50k trong khi đơn hàng chỉ có 47k :(( 3k thêm 2k trong túi áo mình nữa là mua được gói bim bim rồi. Bên mình làm ăn kiểu gì thế,-1
251,"Mình chưa hài lòng lắm vì Tiki gói sách chưa cẩn thận, dẫn sách bị móp một ít ở gáy. Mà tính mình thì khá kĩ, nên rất để ý đến mấy chi tiết cho dù là rất nhỏ, mong Tiki lần sau đóng gói cẩn thận hơn ạ",-1
252,"Đỉnh kout luôn mng ơi, bìa đẹp, nội dung hay kh có gì để chê luônnnn. Đặc biệt là Tiki gói hàng kĩ nữa nên truyện về mới toanh luônnn. Buồn là mua đợt sau hong còn standee =(( Nhưng mà truyện hay thì vẫn cứ mua nhoooo.",1
253,giao hàng cực kì nhanh ( 1 ngày là tới ) đúng hình có kèm standee có màng bọc đóng gói cẩn thận ❤❤❤❤❤❤ tiếp tục ủng hộ tiki,1
254,"Em mình chờ Spy x ra từ rất lâu rồi mà t7 cn em đi học mình không đưa em đi mua được thế là lên Tiki mua vừa được deal tốt vừa không phải đi đâu, cả em và mình đều hài lòng",1
255,"không có standee như Tiki ghi (như cú tát vào mặt mình vậy) , khá là thất vọng nhưng vì tốc độ giao nhanh nên mình cũng mắt nhắm mắt mở cho 3 sao.",0
256,"Vote 4 sao cho Tiki. Giao hàng đúng hạn, đủ số lượng, duy chỉ có một điều mình bức xúc là bọc của quyển SPY x FAMILY hơi nhỏ. Mong Tiki hỗ trợ đổi sang bọc khác to hơn.",0
257,"uiii , đang mê truyện này lắm luôn thấy nó ra quyển hốt luoonnnnnnn:> Tối qua vừa đặt mà trưa nay về luôn rrrr , nhanh lắmmm",1
258,"Sách clg tốt. Tikinow giao hàng cực nhanh. Mình mua truyện vì standee kute quá, ai ngờ nội dung cũng kute xỉu luôn😂😂 chính thức lọt hố bộ này ạ",1
259,truyện đọc hay lắm lun ship nhanh,1
260,"Với lối hành văn hài hước, chân thật và sâu sắc, Tony Buổi Sáng đã mang đến những câu chuyện gần gũi, thiết thực thông qua kinh nghiệm sống dày dặn và sự quan sát sâu sắc của mình giúp người đọc chiêm nghiệm được nhiều điều có ích cho hành trang đường đời của bản thân. Đúng như tựa đề Trên đường băng, đây là cuốn sách cũng như hành trang để một chiếc máy bay chuẩn bị chạy đà và cất cánh.",1
261,mình đọc được nửa cuốn rồi mới viết nhận xét. Về phần nội dung thì có lẽ đây sẽ là một trong những cuốn sách gối đầu giường của mình. Tony viết thật sự rất tuyệt. Thật tốt vì hợp với mình. Nhưng vì lỗi ngoại quan của sách nên mình chỉ cho được 4 sao. phần giấy bị thừa khiến cuốn sách trông như thế này. Nhưng cũng không quá lắm vì mình đã cắt đi rồi. Nhìn chung vẫn ổn.,0
262,"Mình mua sách mấy lần ở tiki rồi, nhân viên giao hàng rất thân thiện với khách hàng, nói năng rất lịch sự. Chỉ có điều đây là cuốn sách đầu tiên trong số những cuốn mình đã mua ở đây làm mình khá thất vọng về chất lượng giấy. Vừa lấy sách ra là biết kết quả sao rồi, sách rất nhẹ, dở ra thì thấy trang giấy xốp, sần sùi, không phải giấy xịn, tất nhiên khi đọc sách thì điều đầu tiên là chất lượng giấy phải tốt thì mới tạo được thiện cảm ban đầu. Còn về nội dung thì mình mới đọc 1 ít nên chưa thể đánh giá được, sách có bìa rất bắt mắt ,nói chung ngoài chất lượng giấy thì mọi thứ đều ok, vì lí do nào đó nên sống sách bị dằn nhưng không sao. cám ơn tiki 😊",0
263,"Sách mới và sạch sẽ nhìn đẹp muốn đọc ngay lập tức luôn ấy :> Tiki đã xin lỗi vì k giao dc như dự kiến ,mình mua 4q đặt từ hôm t7 t6 tuần sau mới có hàng ,may mắn thay ko bị ẩm mốc ,cũ ,bẩn sách ...lần đầu mua khá hài lòng cả 4 q nhé. P/s: bookcare chất lượng ,mọi thứ đáng giá tiền.",1
264,"sách kì này vẫn là giọng văn hóm hỉnh nhưng rất thực tế, ""dượng"" hay nói về những người trẻ hiện nay thụ động nên có những lời khuyên khá hữu ích nằm trong cuốn sách cho các bạn trẻ ngày nay. còn về bề ngoài thì sách còn mới, có phần góc bị nhăn một tí nhưng sách có bọc sách nên nhìn không thấy rõ nên không sao.",0
265,"Giao hàng nhanh về tỉnh miền tây trong 2 ngày, đóng gói tạm được. Dạo gần đây thấy bên vận chuyển các shop online làm mạnh tay quá. Đợt này đặt hàng không thấy Tiki gửi mail xác nhận, làm hoang mang. Giá rẻ 56.000 Sách mới có bọc sách cẩn thận, có bookcard, chặt giấy vàng, bột (kinh nghiệm loại này mau vàng) mùi không thơm, phải in trên chặt liệu tốt hơn thì giữ được lâu, khổ hẹp sách lại dày trang nên lật rất khó. Nội dung cuốn hút làm chồng mình đọc một mạch nữa cuốn. Có nhiều câu chuyện ngắn nên không sợ quên mạch câu chuyện. Sách thích hợp cho các bạn trẻ, tốt nhất các bạn ở tuổi 15 16 đọc và tham khảo ý kiến của người lớn để định hình tương lai, nghề nghiệp, lối sống. Lớn hơn đọc có khi lại muộn tuổi thanh xuân. Cảm giác tác giả là người từng trải, giàu kinh nghiệm, có thật bại, có thành công nên rất đáng tin.",1
